Firma Adı;Konum;Resim Yolu;Telefon;E-Posta;Hakkımızda;Kuruluş Yılı;Ücret Aralığı;Kapalı Alan;Açık Alan;Özellikler
Arsu Güzel Sanatlar Anaokulu;Ataşehir / İstanbul;kurum_galeri/arsugüzelsanatlaranaokulu_1770962422.jpg;+905464336564;iletisim@oyungruplari.com;“Bir çocuğun yaşam yolculuğundaki en önemli evre hayatı sevmekle başlar. Kendini, tüm yapabildikleri ve yapamadıklarıyla olduğu gibi sevebilen çocuk, hayatı da olduğu gibi sever ve değiştiremediği koşullarıyla onu kabul eder. Anne karnından itibaren sevgi ve şefkatle beslenen, saygıyla karşılanan ve sanatla yoğrulan çocuk, her şeyin özünden fışkırdığı doğada, tüm elementlere temas ederek geliştiğinde, yüksek bir farkındalığa erişir. Bu farkındalık, çocukta hayret ve hayranlık duygusunu yaratır. Ona ömrünün sonuna kadar gerekli olacak içsel motivasyonu ancak bu hayranlıktan doğan keşfetme arzusu verir. Yüreğinde bu hayranlığı ve bu sevgiyi besleyen çocuk için öğrenmek bir zorunluluk değil, bir zevktir. Bize göre evren, dünya, uzay ve var olan her şey hayranlık verici bir mucizedir. Her gün doğan güneş, bastığımız toprak, içtiğimiz su ve gökyüzündeki yıldızlar keşfedilmeyi bekleyen mucizelerdir. Ve büyük keşifler hayatı mucize olarak gören kaşifler tarafından yapılmıştır.”;;;;;Dans, Koro, Muzik, Orff, Yaratıcı Drama, Yemek, Waldorf, Yabancı Dil, Bahce, Çocuk Parkı
Edirne Montessori Sihirli Gezegen;Edirne Merkez / Edirne;kurum_galeri/edirnemontessorisihirligezegen_1770962424.jpg;+902842351135;iletisim@oyungruplari.com;Edirne Montessori Shirli Gezegen Oyun Evi 2-6 yaş çocuklar için programlar hazırlar. Kurumda Montessori Eğitim Yaklaşımı uygulanır.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Muzik, Orff, Yaratıcı Drama, Yemek, Montesorri, Yabancı Dil, Bahce, Çocuk Parkı
Filii Oyun Grubu;Beylikdüzü / İstanbul;kurum_galeri/filiioyungrubu_1770962426.jpg;+905078291838;iletisim@oyungruplari.com;;;;;;
Gelişimsel Oyun Grupları;Beşiktaş / İstanbul;kurum_galeri/gelişimseloyungrupları_1770962427.jpg;+905541117535;iletisim@oyungruplari.com;Kurumumuzda psikologlar eşliğinde 2-2.5 yaş, 3-4 yaş, 5 yaş dönemi çocukları için gelişimsel oyun grupları açılmaktadır. Oyun atölyelerimizde çocuklar eğlenerek akranları ile sosyalleşme imkanı bulur. Yaş dönemine uygun oyun ve oyuncaklar ile fiziksel,bilişsel,sosyal-duygusal, dil gelişimi gibi alanları desteklenir. Psikolog gözetiminde gelişimsel değerlendirmeler yapılır. Diğer çalışma alanlarımız: -Oyun Terapisi -Çiftve Aile Danışmanlığı -Özel Eğitim -Gelişimsel Değerlendirme Testleri;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Güvenlik, Kamera, Montesorri, High Scope, Aile Daışmanı, Psikolojik
Yaşam Psikoloji ve Oyun Atölyesi;Polatlı / Ankara;kurum_galeri/yaşampsikolojiveoyunatölyesi_1770962429.jpg;+905073323969;iletisim@oyungruplari.com;Uzman Psikolog Özlem Demiralp eşliğinde düzenlenen Gelişim odaklı Oyun Atölyesi, masal Atölyesi, yoga atölyesi, dans ve ritim atölyesi, dikkat atölyesi gibi çeşitli atölyelerimize 18-72 ay aralığında ki  çocuklarımızi ve ailelerini bekliyoruz❤;;;;;Psikolojik
Zeytin Ağacı Kafe Kitap Atölye;Sancaktepe / İstanbul;kurum_galeri/zeytinağacıkafekitapatölye_1770962430.jpg;+905376748966;iletisim@oyungruplari.com;Zeytin ağacı kafe kitap atölye minik yavrularımızın kaliteli ve eglenceli vakit geçircekleri bir atölyedir. Açılışımız 29 ocak 2022 Tarihinde olacaktır. Sizleri de aramızda görmekten mutluluk duyarız İnstagram adresimiz @zeytinagaci_kitapkafe;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Muzik, Yaratıcı Drama, Montesorri, Kodlama
Sincap Oyun Evi;Büyükçekmece / İstanbul;kurum_galeri/sincapoyunevi_1770962432.jpg;+905349746774;iletisim@oyungruplari.com;"Hakkımızda: Yasanılabilecek en güzel anlar çocuklarımız ile kaynaşıp ana kucağı gibi sıcacık kollarımız ile sarabileceğimiz sevgi dolu gözler ile kanatlandırabileceğimiz yeni yuvanız Sincap Oyun Evi.           Vizyonumuz: Beraber yürüyeceğimiz bu yolda, yarınımızı emanet edeceğimiz çocuklarımızın kendine õzgü yeteneklerini keşfetmelerine vesile olmak amacımızdır.Bu anlayış ile hareket ederek insanligin koridorlarına açılan iç dunyasini tanıyan bireylerin yetişmesini sağlamaktır. Misyonumuz:Cevher dolu her bir çocuğumuzla sincap oyun evimizde onların yürek ve hayallerini yakalamak için tutku ile çalışmak... Bilgilendirme: Benim annem bir melektir diyerek; ebeveynlerimizin dinlenip keyif yaparken değerli miniklerimizin uzman öğretmen eşliğinde doyumsuzca eğlencenin tadını çıkartabilecegi oyun ve aktivite evidir. Çocuklarımıza sağlıklı ve güvenli bir ortamda sanat etkinlikleri yaptırılmaktadır. Serbest zaman diliminde onlar eğlendiklerini düşünürken İnce motor becerilerini geliştirmek için varız.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Muzik, Kamera, Yemek, Montesorri, Havuz, Çocuk Parkı
Bala Oyun Evi;Sultangazi / İstanbul;kurum_galeri/balaoyunevi_1770962434.jpg;+905417723946;iletisim@oyungruplari.com;"Oyun gruplarımız bir okul öncesi öğretmen eşliğinde, maksimum 10 kişilik gruplar halinde yapılır. Her hafta farklı temalarla oluşturulan oyun ve etkinliklerle çocuklarda; ince kaba motor gelişimi, dil gelişimi, dikkat ve konsantrasyon gelişimi, kavramsal düşünme ve problem çözme, sosyal birliktelik ve bilişsel beceri gelişimleri hedeflenmektedir. Ayrıca yapılan etkinlikler, çocukların mekan ve performans kaygılarını azaltarak okul öncesi kurumlarda oryantasyon sürecini kolaylaştıracaktır. Hafta içi gruplarımız için aylık katılımlı, hafta sonu gruplarımız için tek seferlik katılıma uygun şekilde kayıt oluşturulacaktır. Ayrıca organizasyon, parti, toplantı, seminer vb. etkinlikler için salonumuz mevcuttur. Çocuklarınız oyun ablaları ile eğlenirken siz kameradan takip edebilir keyifle kahvenizi içebilirsiniz.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Montesorri, Bahce, Çocuk Parkı
Sufle Sanat;Ataşehir / İstanbul;kurum_galeri/suflesanat_1770962435.jpg;0536 731 04 89;iletisim@oyungruplari.com;"Sevgili Ailelerimiz; Ben Ceren Demir. Sufle Sanat'ın kurucusuyum. İstanbul'da çeşitli kurumlarda eğitmenlik yapmaktayım. Bu sene itibari ile Umay Anaokulu içerisinde Oyun Gruplarımızı başlatıyoruz. Oyun Grubu veya 3 yaş üzeri için Drama derslerimiz için @suflesanatt sayfamızı takip edebilir 0536 731 04 89  nolu telefondan bizleri arayabilirsiniz. Adresimiz: Küçükbakkalköy Mahallesi, Kocasinan Cd No:9, 34750 Ataşehir/İstanbul UMAY ANAOKULU";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Dans, Muzik, Orff, Yaratıcı Drama
Ed Pompom;Serdivan / Sakarya;kurum_galeri/edpompom_1770962436.jpg;+905335590454;iletisim@oyungruplari.com;Pompom Çocuk Oyun Atölyesi olarak bütün sorularınızı yanıtlamak düşünce ve önerilerinizi dinlemek için iletişim bilgilerimiz...;;;;;
Atölye Dükkanı;Başakşehir / İstanbul;kurum_galeri/atölyedükkanı_1770962437.jpg;+905425020255;iletisim@oyungruplari.com;Atölye dükkanı 2 akademisyen 🎓tarafından,  göz bebeği çocuklarımızın potansiyellerini açığa çıkarmak🔎, dikkat sınırlarını genişletmek⌛,  sorunlar karşısında özgün çözüm yolları bulmalarını sağlamak,  düşünmenin boyutlarını öğretmek ve geliştirmek ve bütün bunları yaparken de çokça eğlenmelerini sağlamak üzerine kurulmuştur.🤹  24-36 ay olarak ifade edilen küçük yaş gruplarımız anneli oyun grubu şeklinde olup, 4-12 yaş atölye gruplarımız annesiz organize edilmektedir. Çocuklarınız mutlu bir dünyada hayalden hayale koşarken, siz de cafe alanımızda çayınızı yudumlayıp onların güvenli duruşuna eşlik edebilirsiniz 🕊️  İsterseniz çocuğunuzla etkinliğe dahil olabilirsiniz. Atölye Dükkanı'nın iki şubesi bulunmaktadır. Başakşehir ve Büyükçekmece. Türkçe atölyelerimiz 2 aylık gelişim modülü programları ve bağımsız tekil atölyeler olarak organize edilmektedir. Başakşehir şubemizin adresi: Başakşehir 4. Etap 1.Kısım Şair Zihni Cad Gençler Sk V1 K86 Istanbul (Başakpazarın hemen çarprazındadır) Atölye dükkanında yetişkinler için de atölyeler organize edilmektedir.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Dans, Muzik, Yaratıcı Drama, Güvenlik, Kamera, Yabancı Dil, Bahce, Çocuk Parkı
Anka Eğitim ve Danışmanlık;Akdeniz / Mersin;kurum_galeri/ankaeğitimvedanışmanlık_1770962439.jpg;+905395003506;iletisim@oyungruplari.com;Anka Eğitim ve Danışmanlık Hizmetleri;;;;;
Cingöz;Konyaaltı / Antalya;kurum_galeri/cingöz_1770962440.jpg;+905399272207;iletisim@oyungruplari.com;Çocuk gelişimi hedef ve amaçları doğrultusunda çocuklarının gelişim düzeyleri, öğrenme hızları, ilgi alanları ve ihtiyaçları dikkate alınarak ve aileler ile işbirliği içerisinde yaşam boyu öğrenmeyi destekleyecek şekilde eğitim ortamı oluşturarak yaratıcı ve estetik duygulara sahip, kendini ifade edebilen, çevreye duyarlı, araştıran, özgüveni yüksek bireyler yetiştirmektir. Ayrıca, gelişen-değişen dünyaya ayak uyduran, geleceğe güvenle bakan, yeniliklere açık olan, öz kültürünü tanıyan, koruyan ve tercih edilen bir kurum olmaktır.;;;;;
Mimoza Çocuk ve Aile;Kartal / İstanbul;kurum_galeri/mimozaçocukveaile_1770962442.jpg;+905304341104;iletisim@oyungruplari.com;"Her çocuk özeldir felsefemizle çıktığımız bu yolda size ve çocuklarimiza en iyi hizmeti sunmayi hedefliyoruz.Özel eğitim çocuklarimizda dahil olmak üzere bir çok çocuk grubuna hitap ediyoruz.Kurumumuzda oyun terapisi ve aile danişmanliği da dahil olmak üzere bir cok alanda hizmet veriyoruz.Aile bir bütündür;bütünün parçalarinin şekillenmesinde size yardimci olmaya çalisacağız.";;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Güvenlik, Montesorri, Aile Daışmanı, Psikolojik
Büyüyen Dünyam Oyun Grubu;Atakum / Samsun;kurum_galeri/büyüyendünyamoyungrubu_1770962444.jpg;+905548436441;iletisim@oyungruplari.com;;;;;;
Atölye Tepetaklak;Maltepe / İstanbul;kurum_galeri/atölyetepetaklak_1770962446.jpg;+905344938999;iletisim@oyungruplari.com;Yetişkin atölyeleri, ebeveynli oyun grupları, ebeveynsiz oyun grupları, yetişkin ve çocuk yaratıcı drama atölyeleri ve çeşitli atölyelerin olduğu bir kurum;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yabancı Dil
Mam Atölye;Maltepe / İstanbul;kurum_galeri/mamatölye_1770962447.jpg;+905426697419;iletisim@oyungruplari.com;Maltepe'nin nezih ve sakin semtinde, butik bir atölyeyiz. 2019 yılından beri faaliyetlerimiz devam ediyor. Yoğunlukla ebeveynli oyun grubu (0-3 yas arasi) yaptığımız atölyede, zaman zaman yetişkin ve çocuk kursları, çocuk mimarlik atölyeleri düzenlemekteyiz. Sahibi olan ben, Merve Dal, Mimar ve çocuk gelişimcisiyim. Atölyede keyifle oyun gruplarini yönetiyor, bebekleri bekliyorum.;;;;;
Ahtapot Kids Club;Konak / İzmir;kurum_galeri/ahtapotkidsclub_1770962449.jpg;+905070550822;iletisim@oyungruplari.com;Ahtapot Kids Club olarak İzmir'de çocuklarımızla  🐙 Yaratıcı drama 🐙Orff eğitimi 🐙Kukla yapımı 🐙Çocuk yogası 🐙Ritim çalışması 🐙Beden perküsyonu 🐙Hikaye-masal anlatımı 🐙Muzogram tekniği  alanlarında 1er saatlik, maksimum 8çocuk olacak şekilde etkinlikler yapıyoruz.;;;;;3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş
Oyunbaz Çocuk Kulübü;Bornova / İzmir;kurum_galeri/oyunbazçocukkulübü_1770962450.jpg;+905549729921;iletisim@oyungruplari.com;Oyunbaz Miniklüp olarak, 1-6 yaş çocuklarımızın kaliteli, güvenli ve hijyenik bir ortamda vakit geçirerek sosyal, bilişsel ve duyusal gelişimlerine katkıda bulunmak üzere İzmir Bornova Çamdibi' de oyun grupları ile hizmet vermekteyiz.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Montesorri
Anez Kids Çocuk ve Ebeveyn Atölyesi;Ataşehir / İstanbul;kurum_galeri/anezkidsçocukveebeveynatölyesi_1770962451.jpg;+905358811238;iletisim@oyungruplari.com;;;;;;
Waterbabies Gaziemir;Gaziemir / İzmir;kurum_galeri/waterbabiesgaziemir_1770962453.jpg;+905525953505;iletisim@oyungruplari.com;Keşfin mutluluğa dönüştüğü yer Waterbabies’de Okulöncesi gelişim merkezimizde, bebeğinize uygun her çeşit aktivite bulabilirsiniz. Çocukların sosyalleşmesi ve gelişmesini hedefleyen çocuk-ebeveyn etkinlik programları, yüzme ve su güvenliği eğitimleri, Music Together müzik eğitimi, English Play Groups, Babyspa ve masaj seanslarımız mevcuttur. 🥁İngilizce ve Türkçe Oyun Grupları Oyun grupları sayesinde çocuklar sosyalleşmeyi, takım çalışmasını, paylaşmayı, sıra beklemeyi, sanat tekniklerini, ince motor becerilerini pekiştirirler. Oyun gruplarımız yaş gruplarına ayrılmıştır. Her ders birbirinden eğlenceli bir program işlenmektedir. 0-4 yaş çocukların, beyin hücreleri arasındaki bağlantılarının gelişmesi için teşvik edici deneyimlere ihtiyaçları vardır.Waterbabies'de verilen duyusal aktiviteler ve oyun grupları bebeklerin beyin hücreleri arasındaki bağlantıları kurar ve güçlendirir. Bunun sonucunda da bebeklerin davranışları, duyguları, zeka ve diğer temel zihinsel yetileri şekillenir. Her çocuk kendi ay gruplarına özel olarak, Pedagog ve çocuk gelişim alanında uzmanlar tarafından hazırlanmış yıllık eğitim müfredatına uygun  aktivitelerimiz, her derste farklı olacak şekilde hazırlanır.Çocuğunuzun zihinsel ve duyusal gelişimi, ince ve kaba motor kas gelişimi, dikkat gelişimi, el-göz koordinasyonu, dil konuşma gelişimi, taklit becerileri, dans-ritim-müzik-orf çalışmaları, hareket eğitmi ve resim sanat etkinliklerinin olduğu oyunlar oynanır. 🏊🏻;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, Jimnastik, Yüzme, Dans, Koro, Muzik, Orff, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Reggio Emilia, Yabancı Dil, Havuz, Bahce, Çocuk Parkı, Aile Daışmanı
Birannebirpamuk Oyun Grubu;Beykoz / İstanbul;kurum_galeri/birannebirpamukoyungrubu_1770962454.jpg;+905325628942;iletisim@oyungruplari.com;Anaokulu öğretmeni eşliğinde 9 ay ile 6 yaş arası olan çocuklar için oyun grubu etkinliklerimiz bulunmaktadır Yaz dönemimde açık alanda doğa içinde yaptığımız oyun grubu etkinliklerimizi kışın ise Ataşehir bölgesinde bulunan bir anaokulunun çocuk atölye salonunda gerçekleştirmekteyiz.(Etkinliklerimiz cumartesi ve pazar günleri olmaktadır);;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Güvenlik, Kamera, Bahce, Çocuk Parkı, Konferans
Usta Eller Çömlek;Bornova / İzmir;kurum_galeri/ustaellerçömlek_1770962456.jpg;+905379100083;iletisim@oyungruplari.com;Çömlek sanatını bir sonraki kuşaklara aktarmak, çömlekçiliği tanıtmak için okullarda çömlek atölyesi çalışmaları yapmaktayız. Çocuklarımızla bu çalışmaları yaparken özellikle onların parmaklarını kullanabilmeleri, el ve göz koordinasyonlarını sağlamaları, konsantrasyon sürelerini arttırmalarını sağlıyoruz. 2.5 yaş ve üstü çocuklarımız ile bu çalışmaları yapabilmekteyiz.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Montesorri, Reggio Emilia
Özel Başpınar Anaokulu;Altındağ / Ankara;kurum_galeri/özelbaşpınaranaokulu_1770962457.jpg;+905306623406;iletisim@oyungruplari.com;Özel Başpınar Anaokulu olarak 10 yıldır sektörde güvenin, kalitenin, akademik başarının ve en önemlisi okul öncesi pdr çalışmalarının önderliğini üstlendik. Emsal anaokullarına örnek olarak akademik programımızın, pdr çalışmalarımızın ve oyun-etkinlik programlarımızın yayılmasını sağladık. Halen aynı titizlik ve kalitede devam eden anaokulumuz butik bir anaokulu olup sadece 3 sınıf ile VIP hizmet vermektedir. Eğitimcilerimizin her biri alanında uzman ve akademik yeterlilikleri olan kişilerden oluşur. Bir çocuğun hayatının ilk sosyalleşme ve toplumla tanışma aşamasında profesyonel olarak destek alabileceğiniz ve bu adımları ailemiz ile birlikte güven içinde sağlıklı bir şekilde aşabileceğiniz tek okul olmaktan gurur duyuyoruz. Tek farkımız samimiyetimiz. Okulumuzu ziyarete geldiğinizde fazlasıyla hissedeceğiniz bu samimiyet ve güven sayesinde 3 yaştan 6 yaşa kadar devam eden bir birlikteliğe imza atıyoruz. Öğrencimiz hatta siz anne babalar için dahi kopilotluk yaparak çocuğunuzun hayatındaki en önemli bu okul öncesi yıllarını birlikte el ele sağlıklı bir başlangıçla başlıyor ve sonuna kadar devam ediyoruz. Bir okuldan fazlası olan Başpınar Ailesine eğer şanslıysanız sizlerde katılabilirsiniz. Sevgilerimle… Okul Müdürü   Merve Başpınar AKKAYMAK;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Binicilik, Jimnastik, Yoga, Yüzme, Muzik, Orff, Yaratıcı Drama, Kamera, Yemek, Montesorri, Waldorf, Reggio Emilia, High Scope, Yabancı Dil, Kodlama, Satranç, Bahce, Aile Daışmanı
